"facility_id","frs_id","facility_name","city","state","zip_code","address","county_raw","latitude","longitude","naics_code","industry_subparts","industry_sectors","county_clean","year","emissions_mtco2e"
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants","ROCKINGHAM",2019,542064.08
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants","ROCKINGHAM",2020,371064.676
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants","ROCKINGHAM",2021,413795.202
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants","ROCKINGHAM",2022,827170.842
1001322,"110025240996","Rockingham County Combustion Turbine","REIDSVILLE","NC","27320","240 ERNEST DRIVE","Rockingham",36.3297,-79.8297,221112,"D","Power Plants","ROCKINGHAM",2023,456149.396
1001627,"110060396432","CUMBERLAND COUNTY ANN STREET LANDFILL","FAYETTEVILLE","NC","28301","698 ANN STREET","CUMBERLAND COUNTY",35.0639,-78.87082,562212,"C,HH","Waste","CUMBERLAND",2019,67144.25
1001627,"110060396432","CUMBERLAND COUNTY ANN STREET LANDFILL","FAYETTEVILLE","NC","28301","698 ANN STREET","CUMBERLAND COUNTY",35.0639,-78.87082,562212,"C,HH","Waste","CUMBERLAND",2020,65407
1001627,"110060396432","CUMBERLAND COUNTY ANN STREET LANDFILL","FAYETTEVILLE","NC","28301","698 ANN STREET","CUMBERLAND COUNTY",35.0639,-78.87082,562212,"C,HH","Waste","CUMBERLAND",2021,67818.5
1001627,"110060396432","CUMBERLAND COUNTY ANN STREET LANDFILL","FAYETTEVILLE","NC","28301","698 ANN STREET","CUMBERLAND COUNTY",35.0639,-78.87082,562212,"C,HH","Waste","CUMBERLAND",2022,60068.5
1001627,"110060396432","CUMBERLAND COUNTY ANN STREET LANDFILL","FAYETTEVILLE","NC","28301","698 ANN STREET","CUMBERLAND COUNTY",35.0639,-78.87082,562212,"C,HH","Waste","CUMBERLAND",2023,75195.5
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals","PITT",2019,36276.108
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals","PITT",2020,25749.852
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals","PITT",2021,26942.232
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals","PITT",2022,28940.316
1001771,"110000586401","Patheon Manufacturing Services LLC","GREENVILLE","NC","27834","5900 NORTHWEST GREENVILLE BOULEVARD","PITT COUNTY",35.66032,-77.357707,325412,"C","Chemicals","PITT",2023,28392.342
1001775,"110009853578","BUNCOMBE COUNTY NEW LANDFILL","ALEXANDER","NC","28701","85 PANTHER BRANCH ROAD","BUNCOMBE COUNTY",35.72811,-82.64221,562212,"HH","Waste","BUNCOMBE",2019,71639
1001775,"110009853578","BUNCOMBE COUNTY NEW LANDFILL","ALEXANDER","NC","28701","85 PANTHER BRANCH ROAD","BUNCOMBE COUNTY",35.72811,-82.64221,562212,"HH","Waste","BUNCOMBE",2020,68205.75
1001775,"110009853578","BUNCOMBE COUNTY NEW LANDFILL","ALEXANDER","NC","28701","85 PANTHER BRANCH ROAD","BUNCOMBE COUNTY",35.72811,-82.64221,562212,"HH","Waste","BUNCOMBE",2021,72035.25
1001775,"110009853578","BUNCOMBE COUNTY NEW LANDFILL","ALEXANDER","NC","28701","85 PANTHER BRANCH ROAD","BUNCOMBE COUNTY",35.72811,-82.64221,562212,"HH","Waste","BUNCOMBE",2022,68755.5
1001775,"110009853578","BUNCOMBE COUNTY NEW LANDFILL","ALEXANDER","NC","28701","85 PANTHER BRANCH ROAD","BUNCOMBE COUNTY",35.72811,-82.64221,562212,"HH","Waste","BUNCOMBE",2023,70463.5
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other","RANDOLPH",2019,33494.724
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other","RANDOLPH",2020,31656.88
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other","RANDOLPH",2021,35798.816
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other","RANDOLPH",2022,34196.872
1001803,"110056970434","STARPET INCORPORATED","ASHEBORO","NC","27203","801 PINEVIEW ROAD","RANDOLPH COUNTY",35.77262,-79.82243,325211,"C","Other","RANDOLPH",2023,34533.92
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste","BLADEN",2019,77179.024
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste","BLADEN",2020,66693.408
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste","BLADEN",2021,56622.69
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste","BLADEN",2022,67052
1001851,"110007377338","Smithfield Fresh Meats Corp - Tar Heel","TAR HEEL","NC","28392","15855 NC HIGHWAY 87","BLADEN COUNTY",34.7465,-78.8061,311611,"C,II","Other,Waste","BLADEN",2023,67983.652
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other","CUMBERLAND",2019,65154.916
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other","CUMBERLAND",2020,62440.036
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other","CUMBERLAND",2021,66439.764
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other","CUMBERLAND",2022,67823.67
1001876,"110070157588","HEADQUARTERS XVIII ABN CORPS AND FORT LIBERTY","Fort Liberty","NC","28310","2175 Rock Merritt Avenue","CUMBERLAND COUNTY",35.152115,-78.998907,928110,"C","Other","CUMBERLAND",2023,74795.994
1001943,"110001499664","BLACKBURN SANITARY LANDFILL","NEWTON","NC","28658","3993 ROCKY FORD ROAD","CATAWBA COUNTY",35.60606,-81.30738,562212,"HH","Waste","CATAWBA",2019,97698.22
1001943,"110001499664","BLACKBURN SANITARY LANDFILL","NEWTON","NC","28658","3993 ROCKY FORD ROAD","CATAWBA COUNTY",35.60606,-81.30738,562212,"HH","Waste","CATAWBA",2020,81323.058
1001943,"110001499664","BLACKBURN SANITARY LANDFILL","NEWTON","NC","28658","3993 ROCKY FORD ROAD","CATAWBA COUNTY",35.60606,-81.30738,562212,"HH","Waste","CATAWBA",2021,91678.576
1001943,"110001499664","BLACKBURN SANITARY LANDFILL","NEWTON","NC","28658","3993 ROCKY FORD ROAD","CATAWBA COUNTY",35.60606,-81.30738,562212,"HH","Waste","CATAWBA",2022,109495.626
1001943,"110001499664","BLACKBURN SANITARY LANDFILL","NEWTON","NC","28658","3993 ROCKY FORD ROAD","CATAWBA COUNTY",35.60606,-81.30738,562212,"HH","Waste","CATAWBA",2023,96948.5
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste","ONSLOW",2019,77298.25
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste","ONSLOW",2020,66180.75
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste","ONSLOW",2021,70020.75
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste","ONSLOW",2022,78971.25
1001953,"110009853417","ONSLOW COUNTY LANDFILL","JACKSONVILLE","NC","28540","415 MEADOWVIEW ROAD","ONSLOW COUNTY",34.79804,-77.53781,562212,"HH","Waste","ONSLOW",2023,91546.75
1002236,"110071161780","Anson County Waste Management Facility","Polkton","NC","28135","375 Dozer Drive","ANSON COUNTY",34.969177,-80.165185,562212,"HH","Waste","ANSON",2019,274450.5
1002236,"110071161780","Anson County Waste Management Facility","Polkton","NC","28135","375 Dozer Drive","ANSON COUNTY",34.969177,-80.165185,562212,"HH","Waste","ANSON",2020,70916.75
1002236,"110071161780","Anson County Waste Management Facility","Polkton","NC","28135","375 Dozer Drive","ANSON COUNTY",34.969177,-80.165185,562212,"HH","Waste","ANSON",2021,51909
1002236,"110071161780","Anson County Waste Management Facility","Polkton","NC","28135","375 Dozer Drive","ANSON COUNTY",34.969177,-80.165185,562212,"HH","Waste","ANSON",2022,80463.75
1002236,"110071161780","Anson County Waste Management Facility","Polkton","NC","28135","375 Dozer Drive","ANSON COUNTY",34.969177,-80.165185,562212,"HH","Waste","ANSON",2023,63836.25
1002262,"110000349070","ELECTRIC GLASS FIBER AMERICA, LLC","SHELBY","NC","28150","940 WASHBURN SWITCH RD.","CLEVELAND COUNTY",35.33104,-81.62436,327212,"C,N","Minerals","CLEVELAND",2019,89744.928
1002262,"110000349070","ELECTRIC GLASS FIBER AMERICA, LLC","SHELBY","NC","28150","940 WASHBURN SWITCH RD.","CLEVELAND COUNTY",35.33104,-81.62436,327212,"C,N","Minerals","CLEVELAND",2020,64929.996
1002262,"110000349070","ELECTRIC GLASS FIBER AMERICA, LLC","SHELBY","NC","28150","940 WASHBURN SWITCH RD.","CLEVELAND COUNTY",35.33104,-81.62436,327212,"C,N","Minerals","CLEVELAND",2021,98337.684
1002262,"110000349070","ELECTRIC GLASS FIBER AMERICA, LLC","SHELBY","NC","28150","940 WASHBURN SWITCH RD.","CLEVELAND COUNTY",35.33104,-81.62436,327212,"C,N","Minerals","CLEVELAND",2022,85261.564
1002262,"110000349070","ELECTRIC GLASS FIBER AMERICA, LLC","SHELBY","NC","28150","940 WASHBURN SWITCH RD.","CLEVELAND COUNTY",35.33104,-81.62436,327212,"C,N","Minerals","CLEVELAND",2023,72506.962
1002322,"110000346082","Electric Glass Fiber America, LLC","LEXINGTON","NC","27292","473 NEW JERSEY CHURCH ROAD","DAVIDSON COUNTY",35.75525,-80.28116,327212,"C,N","Minerals","DAVIDSON",2019,36867.434
1002322,"110000346082","Electric Glass Fiber America, LLC","LEXINGTON","NC","27292","473 NEW JERSEY CHURCH ROAD","DAVIDSON COUNTY",35.75525,-80.28116,327212,"C,N","Minerals","DAVIDSON",2020,15469.7
1002322,"110000346082","Electric Glass Fiber America, LLC","LEXINGTON","NC","27292","473 NEW JERSEY CHURCH ROAD","DAVIDSON COUNTY",35.75525,-80.28116,327212,"C,N","Minerals","DAVIDSON",2021,38721.874
1002322,"110000346082","Electric Glass Fiber America, LLC","LEXINGTON","NC","27292","473 NEW JERSEY CHURCH ROAD","DAVIDSON COUNTY",35.75525,-80.28116,327212,"C,N","Minerals","DAVIDSON",2022,46940.9
1002322,"110000346082","Electric Glass Fiber America, LLC","LEXINGTON","NC","27292","473 NEW JERSEY CHURCH ROAD","DAVIDSON COUNTY",35.75525,-80.28116,327212,"C,N","Minerals","DAVIDSON",2023,32838.9
1002637,"110008055674","Darling Ingredients, Inc. - Wadesboro","Wadesboro","NC","28170","656 Little Duncan Rd.","ANSON COUNTY",35.03532,-80.082805,311613,"C","Other","ANSON",2019,30094.236
1002637,"110008055674","Darling Ingredients, Inc. - Wadesboro","Wadesboro","NC","28170","656 Little Duncan Rd.","ANSON COUNTY",35.03532,-80.082805,311613,"C","Other","ANSON",2020,31692.38
1002637,"110008055674","Darling Ingredients, Inc. - Wadesboro","Wadesboro","NC","28170","656 Little Duncan Rd.","ANSON COUNTY",35.03532,-80.082805,311613,"C","Other","ANSON",2021,29454.588
1002637,"110008055674","Darling Ingredients, Inc. - Wadesboro","Wadesboro","NC","28170","656 Little Duncan Rd.","ANSON COUNTY",35.03532,-80.082805,311613,"C","Other","ANSON",2022,29994.088
1002637,"110008055674","Darling Ingredients, Inc. - Wadesboro","Wadesboro","NC","28170","656 Little Duncan Rd.","ANSON COUNTY",35.03532,-80.082805,311613,"C","Other","ANSON",2023,31399.632
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste","BERTIE",2019,150173.064
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste","BERTIE",2020,129421.368
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste","BERTIE",2021,155561.768
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste","BERTIE",2022,177850.766
1002737,"110004027320","PERDUE FARMS INC","LEWISTON","NC","27849","3539 GOVERNORS RD","BERTIE COUNTY",36.140066,-77.224466,311615,"C,II","Other,Waste","BERTIE",2023,9986.218
1002888,"110023154931","Gold Bond - MTH Plant","MOUNT HOLLY","NC","28120","1725 DRYWALL DR","GASTON COUNTY",35.3245,-80.9996,327420,"C","Minerals","GASTON",2019,87297.872
1002888,"110023154931","Gold Bond - MTH Plant","MOUNT HOLLY","NC","28120","1725 DRYWALL DR","GASTON COUNTY",35.3245,-80.9996,327420,"C","Minerals","GASTON",2020,86780.124
1002888,"110023154931","Gold Bond - MTH Plant","MOUNT HOLLY","NC","28120","1725 DRYWALL DR","GASTON COUNTY",35.3245,-80.9996,327420,"C","Minerals","GASTON",2021,88122.968
1002888,"110023154931","Gold Bond - MTH Plant","MOUNT HOLLY","NC","28120","1725 DRYWALL DR","GASTON COUNTY",35.3245,-80.9996,327420,"C","Minerals","GASTON",2022,90377.16
1002888,"110023154931","Gold Bond - MTH Plant","MOUNT HOLLY","NC","28120","1725 DRYWALL DR","GASTON COUNTY",35.3245,-80.9996,327420,"C","Minerals","GASTON",2023,85511.828
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals","DAVIDSON",2019,67873.372
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals","DAVIDSON",2020,62548.384
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals","DAVIDSON",2021,65967.128
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals","DAVIDSON",2022,64984.276
1002911,"110071161726","OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06","LEXINGTON","NC","27295","9698 OLD US HIGHWAY 52","DAVIDSON COUNTY",35.950001,-80.209999,327213,"C,N","Minerals","DAVIDSON",2023,67571.264
1002954,"110000745196","BRIDGESTONE FIRESTONE INCORPORATED","WILSON","NC","27893","3001 FIRESTONE PARKWAY","WILSON COUNTY",35.75598,-77.86917,326211,"C","Other","WILSON",2019,45326.118
1002954,"110000745196","BRIDGESTONE FIRESTONE INCORPORATED","WILSON","NC","27893","3001 FIRESTONE PARKWAY","WILSON COUNTY",35.75598,-77.86917,326211,"C","Other","WILSON",2020,37377.7
1002954,"110000745196","BRIDGESTONE FIRESTONE INCORPORATED","WILSON","NC","27893","3001 FIRESTONE PARKWAY","WILSON COUNTY",35.75598,-77.86917,326211,"C","Other","WILSON",2021,36953.352
1002954,"110000745196","BRIDGESTONE FIRESTONE INCORPORATED","WILSON","NC","27893","3001 FIRESTONE PARKWAY","WILSON COUNTY",35.75598,-77.86917,326211,"C","Other","WILSON",2022,37970.196
1002954,"110000745196","BRIDGESTONE FIRESTONE INCORPORATED","WILSON","NC","27893","3001 FIRESTONE PARKWAY","WILSON COUNTY",35.75598,-77.86917,326211,"C","Other","WILSON",2023,40372.592
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals","HERTFORD",2019,270940.712
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals","HERTFORD",2020,251729.896
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals","HERTFORD",2021,231434.212
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals","HERTFORD",2022,199975.792
1002958,"110024423131","NUCOR STEEL HERTFORD COUNTY","COFIELD","NC","27922","1505 RIVER RD","HERTFORD COUNTY",36.355216,-76.81115,331110,"C,Q","Metals","HERTFORD",2023,216464.492
1003035,"110043802597","Coastal Regional Solid Waste Management Authority","New Bern","NC","28562","7400 Old US 70 West","CRAVEN COUNTY",34.943667,-76.948346,562212,"HH","Waste","CRAVEN",2019,139443.25
1003035,"110043802597","Coastal Regional Solid Waste Management Authority","New Bern","NC","28562","7400 Old US 70 West","CRAVEN COUNTY",34.943667,-76.948346,562212,"HH","Waste","CRAVEN",2020,137036
1003035,"110043802597","Coastal Regional Solid Waste Management Authority","New Bern","NC","28562","7400 Old US 70 West","CRAVEN COUNTY",34.943667,-76.948346,562212,"HH","Waste","CRAVEN",2021,121381
1003035,"110043802597","Coastal Regional Solid Waste Management Authority","New Bern","NC","28562","7400 Old US 70 West","CRAVEN COUNTY",34.943667,-76.948346,562212,"HH","Waste","CRAVEN",2022,129028
1003035,"110043802597","Coastal Regional Solid Waste Management Authority","New Bern","NC","28562","7400 Old US 70 West","CRAVEN COUNTY",34.943667,-76.948346,562212,"HH","Waste","CRAVEN",2023,138924.75
1003099,"110070081851","Charlotte Motor Speedway Landfill V","CONCORD","NC","28027","5105 MOREHEAD ROAD","CABARRUS COUNTY",35.345247,-80.682062,562212,"HH","Waste","CABARRUS",2019,171309.5
1003099,"110070081851","Charlotte Motor Speedway Landfill V","CONCORD","NC","28027","5105 MOREHEAD ROAD","CABARRUS COUNTY",35.345247,-80.682062,562212,"HH","Waste","CABARRUS",2020,176044.25
1003099,"110070081851","Charlotte Motor Speedway Landfill V","CONCORD","NC","28027","5105 MOREHEAD ROAD","CABARRUS COUNTY",35.345247,-80.682062,562212,"HH","Waste","CABARRUS",2021,160698.25
1003099,"110070081851","Charlotte Motor Speedway Landfill V","CONCORD","NC","28027","5105 MOREHEAD ROAD","CABARRUS COUNTY",35.345247,-80.682062,562212,"HH","Waste","CABARRUS",2022,181540.75
1003099,"110070081851","Charlotte Motor Speedway Landfill V","CONCORD","NC","28027","5105 MOREHEAD ROAD","CABARRUS COUNTY",35.345247,-80.682062,562212,"HH","Waste","CABARRUS",2023,196456.5
1003101,"110060467926","EAST CAROLINA REGIONAL LANDFILL","AULANDER","NC","27805","1922 REPUBLICAN ROAD","BERTIE COUNTY",36.11558,-77.07097,562212,"HH","Waste","BERTIE",2019,105594.5
1003101,"110060467926","EAST CAROLINA REGIONAL LANDFILL","AULANDER","NC","27805","1922 REPUBLICAN ROAD","BERTIE COUNTY",36.11558,-77.07097,562212,"HH","Waste","BERTIE",2020,103264.75
1003101,"110060467926","EAST CAROLINA REGIONAL LANDFILL","AULANDER","NC","27805","1922 REPUBLICAN ROAD","BERTIE COUNTY",36.11558,-77.07097,562212,"HH","Waste","BERTIE",2021,105511
1003101,"110060467926","EAST CAROLINA REGIONAL LANDFILL","AULANDER","NC","27805","1922 REPUBLICAN ROAD","BERTIE COUNTY",36.11558,-77.07097,562212,"HH","Waste","BERTIE",2022,95345
1003101,"110060467926","EAST CAROLINA REGIONAL LANDFILL","AULANDER","NC","27805","1922 REPUBLICAN ROAD","BERTIE COUNTY",36.11558,-77.07097,562212,"HH","Waste","BERTIE",2023,92680
1003137,"110007123184","HANES MILL ROAD LANDFILL","WINSTON-SALEM","NC","27102","325 WEST HANES MILL ROAD","FORSYTH COUNTY",36.189037,-80.287502,562212,"HH","Waste","FORSYTH",2019,54986
1003137,"110007123184","HANES MILL ROAD LANDFILL","WINSTON-SALEM","NC","27102","325 WEST HANES MILL ROAD","FORSYTH COUNTY",36.189037,-80.287502,562212,"HH","Waste","FORSYTH",2020,55173.75
1003137,"110007123184","HANES MILL ROAD LANDFILL","WINSTON-SALEM","NC","27102","325 WEST HANES MILL ROAD","FORSYTH COUNTY",36.189037,-80.287502,562212,"HH","Waste","FORSYTH",2021,40461.75
1003137,"110007123184","HANES MILL ROAD LANDFILL","WINSTON-SALEM","NC","27102","325 WEST HANES MILL ROAD","FORSYTH COUNTY",36.189037,-80.287502,562212,"HH","Waste","FORSYTH",2022,39407.25
1003137,"110007123184","HANES MILL ROAD LANDFILL","WINSTON-SALEM","NC","27102","325 WEST HANES MILL ROAD","FORSYTH COUNTY",36.189037,-80.287502,562212,"HH","Waste","FORSYTH",2023,32616.75
1003297,"110038493298","DUKE UNIVERSITY","DURHAM","NC","27710","131 RESEARCH DR","DURHAM COUNTY",36.008498,-78.942578,611310,"C","Other","DURHAM",2019,88263.916
1003297,"110038493298","DUKE UNIVERSITY","DURHAM","NC","27710","131 RESEARCH DR","DURHAM COUNTY",36.008498,-78.942578,611310,"C","Other","DURHAM",2020,88885.512
1003297,"110038493298","DUKE UNIVERSITY","DURHAM","NC","27710","131 RESEARCH DR","DURHAM COUNTY",36.008498,-78.942578,611310,"C","Other","DURHAM",2021,83859.432
1003297,"110038493298","DUKE UNIVERSITY","DURHAM","NC","27710","131 RESEARCH DR","DURHAM COUNTY",36.008498,-78.942578,611310,"C","Other","DURHAM",2022,98023.22
1003297,"110038493298","DUKE UNIVERSITY","DURHAM","NC","27710","131 RESEARCH DR","DURHAM COUNTY",36.008498,-78.942578,611310,"C","Other","DURHAM",2023,91985.848
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste","ROBESON",2019,102852.5
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste","ROBESON",2020,92816.864
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste","ROBESON",2021,111151.75
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste","ROBESON",2022,119677
1003481,"110041484453","ROBESON COUNTY LANDFILL","ST. PAULS","NC","28384","246 LANDFILL ROAD","ROBESON COUNTY",34.790383,-78.91285,562212,"C,HH","Waste","ROBESON",2023,127840.25
1003495,"110009849968","Cargill, Inc.","Fayetteville","NC","28312","1754 River Road","CUMBERLAND COUNTY",35.087889,-78.844949,311221,"C","Other","CUMBERLAND",2019,41133.126
1003495,"110009849968","Cargill, Inc.","Fayetteville","NC","28312","1754 River Road","CUMBERLAND COUNTY",35.087889,-78.844949,311221,"C","Other","CUMBERLAND",2020,38514.4
1003495,"110009849968","Cargill, Inc.","Fayetteville","NC","28312","1754 River Road","CUMBERLAND COUNTY",35.087889,-78.844949,311221,"C","Other","CUMBERLAND",2021,42646.968
1003495,"110009849968","Cargill, Inc.","Fayetteville","NC","28312","1754 River Road","CUMBERLAND COUNTY",35.087889,-78.844949,311221,"C","Other","CUMBERLAND",2022,59216.174
1003495,"110009849968","Cargill, Inc.","Fayetteville","NC","28312","1754 River Road","CUMBERLAND COUNTY",35.087889,-78.844949,311221,"C","Other","CUMBERLAND",2023,66582.646
1003507,"110012474697","Gerdau Ameristeel US, Inc - Charlotte Mill","CHARLOTTE","NC","28269","6601 LAKEVIEW ROAD","MECKLENBURG COUNTY",35.33908,-80.83114,331110,"C,Q","Metals","MECKLENBURG",2019,55844.008
1003507,"110012474697","Gerdau Ameristeel US, Inc - Charlotte Mill","CHARLOTTE","NC","28269","6601 LAKEVIEW ROAD","MECKLENBURG COUNTY",35.33908,-80.83114,331110,"C,Q","Metals","MECKLENBURG",2020,55922.208
1003507,"110012474697","Gerdau Ameristeel US, Inc - Charlotte Mill","CHARLOTTE","NC","28269","6601 LAKEVIEW ROAD","MECKLENBURG COUNTY",35.33908,-80.83114,331110,"C,Q","Metals","MECKLENBURG",2021,62120.396
1003507,"110012474697","Gerdau Ameristeel US, Inc - Charlotte Mill","CHARLOTTE","NC","28269","6601 LAKEVIEW ROAD","MECKLENBURG COUNTY",35.33908,-80.83114,331110,"C,Q","Metals","MECKLENBURG",2022,54655.352
1003507,"110012474697","Gerdau Ameristeel US, Inc - Charlotte Mill","CHARLOTTE","NC","28269","6601 LAKEVIEW ROAD","MECKLENBURG COUNTY",35.33908,-80.83114,331110,"C,Q","Metals","MECKLENBURG",2023,50136.46
