"Facility Id","FRS Id","Facility Name","City","State","Zip Code","Address","County","Latitude","Longitude","Primary NAICS Code","Latest Reported Industry Type (subparts)","Latest Reported Industry Type (sectors)","2023 Total reported direct emissions","2022 Total reported direct emissions","2021 Total reported direct emissions","2020 Total reported direct emissions","2019 Total reported direct emissions","2018 Total reported direct emissions","2017 Total reported direct emissions","2016 Total reported direct emissions","2015 Total reported direct emissions","2014 Total reported direct emissions","2013 Total reported direct emissions","2012 Total reported direct emissions","2011 Total reported direct emissions"
1006406,"110043805674","BUNCOMBE COUNTY OLDLANDFILL","ASHEVILLE","NC","28804","2726 HIGHWAY 251","BUNCOMBE",35.660561,-82.603897,562212,"HH","Waste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5270,6740,2757.5
1001187,"110000604141","Belews Creek","BELEWS CREEK","NC","27052","3195 PINE HALL ROAD","Stokes",36.2811,-80.0603,221112,"C,D","Power Plants",5584207.896,5922637.112,6959270.394,4441528.054,6302103.262,7080078.632,8472760.146,9570241.008,10803219.28,11483633.416,10940291.51,12145000.08,13600298.758
1000230,"110009846480","Blue Ridge Paper Products LLC","CANTON","NC","28716","175 MAIN ST","Haywood",35.535,-82.8411,322110,"AA,C,TT","Pulp and Paper,Waste",400763.118,946189.974,942651.274,901082.326,882938.546,963662.944,902149.818,1176668.618,1091221.86,1081715.234,1180676.462,1109404.168,1079632.468
1000831,"110001978334","Buck","SALISBURY","NC","28145","1555 DUKEVILLE RD","Rowan",35.7133,-80.3767,221112,"C,D","Power Plants",1570968.456,1939412.97,1762785.02,1472875.574,1656473.312,1953656.16,1916776.396,1864291.64,1869097.624,1421743.332,1715100.128,1803398.018,757170.416
1000200,"110007669380","Butler-Warner Generation Plant","FAYETTEVILLE","NC","28312","2274 CUSTER AVE","Cumberland",35.0986,-78.8294,221112,"D","Power Plants",NA,NA,NA,NA,NA,NA,NA,7189.17,23454.912,17333.036,3142.42,22488.116,27882.784
1005780,"110018837892","CAMPBELL SOUP SUPPLY COMPANY","MAXTON","NC","28364","2120 HIGHWAY 71 NORTH","ROBESON COUNTY",34.7724,-79.325,311422,"C","Other",46011.876,47885.72,55495.392,45259.08,45091.678,42354.482,43818.928,45266.578,45348.902,46276.108,51280.654,49089.962,49722.214
1005915,"110001502311","CARDINAL FG FLAT GLASS PLANT","MOORESVILLE","NC","28115","342 MOORESVILLE BLVD","IREDELL COUNTY",35.63526,-80.786231,327211,"C,N","Minerals",106520.328,111853.316,109109.172,107457.576,105664.032,104140.084,98655,102131.492,73810.916,105526.18,100830.692,101027.996,96554.356
1004594,"110000347189","CARGILL INC RALEIGH FACILITY","RALEIGH","NC","27603","1400 S. BLOUNT ST.","WAKE COUNTY",35.76093,-78.63754,311222,"C","Other",NA,NA,NA,NA,NA,NA,NA,0,0,8114.364,30232.436,16916.736,22676.462
1005299,"110041040922","CAROLINA STALITE COMPANY","GOLD HILL","NC","28071","16815 OLD BEATTYS FORD RD.","ROWAN COUNTY",35.50767,-80.3297,327992,"C","Minerals",84771.086,93235.82,113705.214,129808.71,134223.622,121541.664,151444.536,145838.87,138695.778,106103.55,93662.888,82765.674,85801.698
1004911,"110000349267","CHARLOTTE PIPE & FOUNDRY CO","CHARLOTTE","NC","28208","1335 S. CLARKSON ST.","MECKLENBURG COUNTY",35.224323,-80.861806,331511,"C","Metals",32673.27,48321.022,54530.672,48175.928,51051.34,54523.388,46063.406,42635.746,41859.164,40067.364,35893.498,34450.576,32461.826
